,Date,Symbol,rf_pb_25N_30d,Cumulative_Return_7d,Cumulative_Return_15d,Cumulative_Return_30d,model,number_entries,first_entry,last_entry,Xv_pb_10N_30d,rf_pb_10N_30d,lr_pb_10N_30d,rf_pb_10N_15d,rf_pb_15N_30d,rf_pb_15N_15d,Xv_pb_15N_30d,rf_pb_20P_30d,rf_pb_10P_15d,lr_pb_15N_30d,rf_pb_20N_30d,Xv_pb_20N_30d,lr_pb_10P_30d,lr_pb_10N_15d,Xv_pb_15P_30d,rf_pb_10P_30d,rf_pb_15P_30d,Xv_pb_10P_30d,Xv_pb_10N_15d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
21087,2024-07-05,DODO-USD,,3.0042151498419996,91.1047607377358,9897.30823598352,lr_pb_10P_30d,28,2024-01-18,2024-07-05,,,,,,,,,,,,,0.7905029140265551,,,,,,,,,,,,
21069,2024-06-17,DODO-USD,,-0.9794644005270843,-0.9999518374864647,-0.9999999999703237,lr_pb_10N_15d,109,2024-01-01,2024-06-17,,,,,,,,,,,,,,0.7392353185697316,,,,,,,,,,,
20986,2024-03-26,DODO-USD,,0.14209286994179027,-0.2544408887325068,-0.9808207836099977,Xv_pb_10N_15d,12,2024-02-25,2024-03-26,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
21059,2024-06-07,DODO-USD,,-0.9062557574362152,-0.9981869777550935,-0.999967071528589,score_N_30d,33,2024-01-02,2024-06-07,,,,,,,,,,,,,,,,,,,,,,,0.7026113728309743,,
20983,2024-03-23,DODO-USD,,0.013969569355812839,-0.11338771045427731,-0.4815140078515261,score_N_15d,2,2024-03-21,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,0.7001606983024938,
21276,2024-07-06,DOGE-USD,,1.238752797881772,0.07831108026313727,26.444245688615535,Xv_pb_10N_30d,162,2024-01-01,2024-07-06,0.9658816,,,,,,,,,,,,,,,,,,,,,,,,
21276,2024-07-06,DOGE-USD,,-0.8054177203831265,-0.9885617388510288,-0.9999979240797344,lr_pb_10N_30d,101,2024-01-01,2024-07-06,,,0.933661106672187,,,,,,,,,,,,,,,,,,,,,,
21276,2024-07-06,DOGE-USD,,0.8466671803821852,-0.38392875495594114,30.57816712961312,Xv_pb_15N_30d,119,2024-01-03,2024-07-06,,,,,,,0.73288167,,,,,,,,,,,,,,,,,,
21276,2024-07-06,DOGE-USD,,-0.3936676054108428,-0.9500213050140901,-0.9999884536988296,lr_pb_15N_30d,95,2024-01-01,2024-07-06,,,,,,,,,,0.8450335977698111,,,,,,,,,,,,,,,
21276,2024-07-06,DOGE-USD,,1.3841025458919383,7.107863553517259,6466.840359156939,Xv_pb_20N_30d,91,2024-01-15,2024-07-06,,,,,,,,,,,,0.858263,,,,,,,,,,,,,
21274,2024-07-04,DOGE-USD,,8.696574808269277,492.6344034150079,24980544.015732676,lr_pb_10P_30d,40,2024-01-31,2024-07-04,,,,,,,,,,,,,0.8074771088446524,,,,,,,,,,,,
21276,2024-07-06,DOGE-USD,,-0.422333409355684,-0.9635411135639753,-0.9999876792083664,lr_pb_10N_15d,97,2024-01-01,2024-07-06,,,,,,,,,,,,,,0.851592009383667,,,,,,,,,,,
21178,2024-03-30,DOGE-USD,,10.64245532880342,6.8343776192753865,-0.5351074316111472,Xv_pb_10N_15d,16,2024-02-25,2024-03-30,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
21246,2024-06-06,DOGE-USD,,-0.4733075351080507,-0.9582261168556709,-0.9945101036667572,score_N_30d,26,2024-03-19,2024-06-06,,,,,,,,,,,,,,,,,,,,,,,0.7016403682138431,,
21167,2024-03-19,DOGE-USD,,1.4742319747864077,1.72502173336814,0.26273893878518395,score_N_15d,4,2024-03-16,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,0.7058109207027208,
21464,2024-07-06,DOT-USD,,-0.8791531987261773,-0.9756613964373547,-0.9918357448054588,Xv_pb_10N_30d,168,2024-01-01,2024-07-06,0.98099595,,,,,,,,,,,,,,,,,,,,,,,,
21464,2024-07-06,DOT-USD,,-0.8748603800665706,-0.9929957824366756,-0.9999970200632675,lr_pb_10N_30d,155,2024-01-01,2024-07-06,,,0.9893575779514436,,,,,,,,,,,,,,,,,,,,,,
21464,2024-07-06,DOT-USD,,-0.8707437107211143,-0.90584545708839,-0.45545537245548173,Xv_pb_15N_30d,100,2024-01-14,2024-07-06,,,,,,,0.89490294,,,,,,,,,,,,,,,,,,
21464,2024-07-06,DOT-USD,,-0.7884324618784923,-0.9909164387819552,-0.9999984099644957,lr_pb_15N_30d,134,2024-01-01,2024-07-06,,,,,,,,,,0.974496422566134,,,,,,,,,,,,,,,
21464,2024-07-06,DOT-USD,,0.4056391203318914,0.5192123883854842,-0.5286549040736319,Xv_pb_20N_30d,52,2024-01-01,2024-07-06,,,,,,,,,,,,0.79806733,,,,,,,,,,,,,
21323,2024-02-16,DOT-USD,,0.3892120196343045,1.566897607669092,7.744426849458112,lr_pb_10P_30d,6,2024-02-03,2024-02-16,,,,,,,,,,,,,0.7331017047456415,,,,,,,,,,,,
21464,2024-07-06,DOT-USD,,-0.9244476776341576,-0.996682488954029,-0.9999994292104206,lr_pb_10N_15d,130,2024-01-01,2024-07-06,,,,,,,,,,,,,,0.9426449811154164,,,,,,,,,,,
21464,2024-07-06,DOT-USD,,-0.12126398778518999,-0.7612091785253341,-0.9963515786906865,Xv_pb_10N_15d,20,2024-02-25,2024-07-06,,,,,,,,,,,,,,,,,,,0.73697656,,,,,,
21464,2024-07-06,DOT-USD,,-0.37916113764814174,-0.8365590463028245,-0.9990283734303965,score_N_30d,58,2024-01-01,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7635990798298012,,
21464,2024-07-06,DOT-USD,,-0.2991862908276779,-0.881052597773125,-0.9955710884185054,score_N_15d,17,2024-03-15,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,0.7120046836747405,
21475,2024-07-06,DOVI-USD,,-0.22554067415466017,5.042653153367732,1.2653668660628514,Xv_pb_10N_30d,11,2024-06-26,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
21475,2024-07-06,DOVI-USD,,-0.22554067415466017,5.042653153367732,1.2653668660628514,Xv_pb_15N_30d,11,2024-06-26,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
21475,2024-07-06,DOVI-USD,,-0.22554067415466017,5.042653153367732,1.2653668660628514,Xv_pb_20N_30d,11,2024-06-26,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
21475,2024-07-06,DOVI-USD,,-0.22554067415466017,5.042653153367732,1.2653668660628514,lr_pb_10P_30d,11,2024-06-26,2024-07-06,,,,,,,,,,,,,0.8579963957385307,,,,,,,,,,,,
21472,2024-07-03,DOVI-USD,,-0.35372553277469954,0.3181967581122167,-0.022340982037025836,Xv_pb_10N_15d,4,2024-06-28,2024-07-03,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
21566,2024-07-04,DPET-USD,,-0.9125753210420188,-0.9211277231301626,-0.5998011816133281,Xv_pb_10N_30d,74,2024-01-01,2024-07-04,0.9635447,,,,,,,,,,,,,,,,,,,,,,,,
21564,2024-06-13,DPET-USD,,-0.6071995077661836,-0.274805374339656,5.90132434256496,lr_pb_10N_30d,73,2024-01-01,2024-06-13,,,0.94710247188971,,,,,,,,,,,,,,,,,,,,,,
21566,2024-07-04,DPET-USD,,-0.5480001753097135,-0.5971460854441633,0.13641675053679503,Xv_pb_15N_30d,44,2024-01-01,2024-07-04,,,,,,,0.845832,,,,,,,,,,,,,,,,,,
21564,2024-06-13,DPET-USD,,-0.8280136821865753,-0.714497535237616,1.5622837385145858,lr_pb_15N_30d,70,2024-01-01,2024-06-13,,,,,,,,,,0.9247930178352624,,,,,,,,,,,,,,,
21566,2024-07-04,DPET-USD,,-0.032969781798885434,1.0783956166831845,3.178426443858948,Xv_pb_20N_30d,41,2024-01-01,2024-07-04,,,,,,,,,,,,0.87660056,,,,,,,,,,,,,
21566,2024-07-04,DPET-USD,,-0.8873416309583909,-0.8223196089866754,-0.8780733729386395,lr_pb_10P_30d,15,2024-02-15,2024-07-04,,,,,,,,,,,,,0.9133186282123036,,,,,,,,,,,,
21564,2024-06-13,DPET-USD,,-0.9541420866459829,-0.9596220257455492,-0.7800362271303584,lr_pb_10N_15d,63,2024-01-03,2024-06-13,,,,,,,,,,,,,,0.8976576659617279,,,,,,,,,,,
21533,2024-03-16,DPET-USD,,0.030055662511549786,0.8827843075379451,0.7274873537852249,Xv_pb_10N_15d,5,2024-01-09,2024-03-16,,,,,,,,,,,,,,,,,,,0.77803797,,,,,,
21476,2024-01-01,DPET-USD,,-0.16116726308368556,-0.1772337507566657,-0.11810897437096401,score_N_30d,1,2024-01-01,2024-01-01,,,,,,,,,,,,,,,,,,,,,,,0.7051878190714382,,
21639,2024-07-06,DPR-USD,,-0.8913531240536803,-0.9966552533605255,-0.9999982068438298,Xv_pb_10N_30d,57,2024-01-01,2024-07-06,0.9785969,,,,,,,,,,,,,,,,,,,,,,,,
21639,2024-07-06,DPR-USD,,-0.9517168561440639,-0.9979133968957344,-0.9999987523694696,lr_pb_10N_30d,55,2024-01-08,2024-07-06,,,0.8401293832096997,,,,,,,,,,,,,,,,,,,,,,
21639,2024-07-06,DPR-USD,,-0.8823736519706074,-0.9856778511641903,-0.9974252343917698,Xv_pb_15N_30d,31,2024-01-01,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
21635,2024-06-29,DPR-USD,,-0.9445399902108291,-0.997030839291972,-0.9999944805531835,lr_pb_15N_30d,48,2024-01-08,2024-06-29,,,,,,,,,,0.7114158605986941,,,,,,,,,,,,,,,
21639,2024-07-06,DPR-USD,,-0.5748710636331146,-0.9384182194964577,-0.9988665171235651,Xv_pb_20N_30d,28,2024-01-02,2024-07-06,,,,,,,,,,,,0.8382735,,,,,,,,,,,,,
21569,2024-01-03,DPR-USD,,-0.26805241010242264,0.0043136385094690866,-0.44603300538085355,lr_pb_10P_30d,3,2024-01-01,2024-01-03,,,,,,,,,,,,,0.7074293685902542,,,,,,,,,,,,
21639,2024-07-06,DPR-USD,,-0.9154383273137563,-0.9956058026493618,-0.9999897039144793,lr_pb_10N_15d,45,2024-01-08,2024-07-06,,,,,,,,,,,,,,0.7029159540904988,,,,,,,,,,,
21639,2024-07-06,DPR-USD,,0.0023125140476596417,0.881837070231398,-0.7165654946748533,Xv_pb_10N_15d,5,2024-03-15,2024-07-06,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
21586,2024-01-20,DPR-USD,,-0.2574707619811776,-0.3878720936804404,-0.5285609331784615,score_N_30d,4,2024-01-12,2024-01-20,,,,,,,,,,,,,,,,,,,,,,,0.7002033563497007,,
21741,2024-05-26,DREAMS-USD,,-0.9545895987567489,-0.9998955887061218,-0.9999999935975836,Xv_pb_10N_30d,81,2024-01-01,2024-05-26,0.9310184,,,,,,,,,,,,,,,,,,,,,,,,
21741,2024-05-26,DREAMS-USD,,-0.9860279544524391,-0.9999943182409406,-0.9999999999985949,lr_pb_10N_30d,80,2024-01-01,2024-05-26,,,0.96164526935945,,,,,,,,,,,,,,,,,,,,,,
21741,2024-05-26,DREAMS-USD,,-0.9928834966999689,-0.9995616016158309,-0.9999898468446552,Xv_pb_15N_30d,50,2024-01-01,2024-05-26,,,,,,,0.84532934,,,,,,,,,,,,,,,,,,
21741,2024-05-26,DREAMS-USD,,-0.9807681720383777,-0.9999908490978204,-0.9999999999988808,lr_pb_15N_30d,74,2024-01-01,2024-05-26,,,,,,,,,,0.9480070161534524,,,,,,,,,,,,,,,
21741,2024-05-26,DREAMS-USD,,1.5100778463070061,-0.815926217377396,-0.9970978826362723,Xv_pb_20N_30d,35,2024-01-01,2024-05-26,,,,,,,,,,,,0.77123827,,,,,,,,,,,,,
21687,2024-02-23,DREAMS-USD,,2.5846885046470285,27.06766034737263,838.1210557410433,lr_pb_10P_30d,16,2024-02-01,2024-02-23,,,,,,,,,,,,,0.7124091507461385,,,,,,,,,,,,
21741,2024-05-26,DREAMS-USD,,-0.9709377419437096,-0.9999868305188352,-0.9999999999992923,lr_pb_10N_15d,73,2024-01-01,2024-05-26,,,,,,,,,,,,,,0.877823678946664,,,,,,,,,,,
21716,2024-03-28,DREAMS-USD,,-0.7393506322725816,-0.9612898178994151,-0.9974565850268232,Xv_pb_10N_15d,10,2024-03-15,2024-03-28,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
21708,2024-03-16,DREAMS-USD,,-0.44920637222736104,-0.8783754507457073,-0.9462806683360462,score_N_30d,13,2024-01-03,2024-03-16,,,,,,,,,,,,,,,,,,,,,,,0.7050284206019242,,
21769,2024-06-08,DSLA-USD,,-0.8511099762504715,-0.9943983570091605,-0.9999498427425485,Xv_pb_10N_30d,24,2024-02-08,2024-06-08,0.9880129,,,,,,,,,,,,,,,,,,,,,,,,
21769,2024-06-08,DSLA-USD,,-0.704583188627194,-0.9868370093738927,-0.9999609959825233,lr_pb_10N_30d,27,2024-02-08,2024-06-08,,,0.9645492417143144,,,,,,,,,,,,,,,,,,,,,,
21769,2024-06-08,DSLA-USD,,-0.9101374084691634,-0.9906741697115836,-0.9972307183690118,Xv_pb_15N_30d,13,2024-02-08,2024-06-08,,,,,,,0.79544336,,,,,,,,,,,,,,,,,,
21769,2024-06-08,DSLA-USD,,-0.6880563887206523,-0.9863862220776,-0.999971729888374,lr_pb_15N_30d,26,2024-02-08,2024-06-08,,,,,,,,,,0.9469835535018012,,,,,,,,,,,,,,,
21769,2024-06-08,DSLA-USD,,-0.8898072283635107,-0.9928646406084554,-0.9998180030537385,Xv_pb_20N_30d,22,2024-02-08,2024-06-08,,,,,,,,,,,,0.76779985,,,,,,,,,,,,,
21769,2024-06-08,DSLA-USD,,-0.704583188627194,-0.9868370093738927,-0.9999609959825233,lr_pb_10N_15d,27,2024-02-08,2024-06-08,,,,,,,,,,,,,,0.940968321872652,,,,,,,,,,,
21767,2024-03-30,DSLA-USD,,-0.7990301474443298,-0.9732388096749196,-0.9990503079755294,Xv_pb_10N_15d,16,2024-02-24,2024-03-30,,,,,,,,,,,,,,,,,,,0.89647317,,,,,,
21766,2024-03-27,DSLA-USD,,-0.6822524062292825,-0.9470244378031577,-0.989106851996062,score_N_30d,9,2024-03-17,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,0.72816052667919,,
21766,2024-03-27,DSLA-USD,,-0.6585367243871841,-0.8588223306916208,-0.9140870767968388,score_N_15d,5,2024-03-21,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,0.7070042287401275,
21957,2024-07-06,DUSK-USD,,17.247460923336888,17.53607991294355,-0.344800416363061,Xv_pb_10N_30d,168,2024-01-01,2024-07-06,0.96227705,,,,,,,,,,,,,,,,,,,,,,,,
21957,2024-07-06,DUSK-USD,,-0.48174568892655834,-0.6158673724499297,-0.9999957662237463,lr_pb_10N_30d,142,2024-01-24,2024-07-06,,,0.9476874085811616,,,,,,,,,,,,,,,,,,,,,,
21957,2024-07-06,DUSK-USD,,17.770235975050692,43.751580284095816,133.7729534541871,Xv_pb_15N_30d,111,2024-01-01,2024-07-06,,,,,,,0.7845447,,,,,,,,,,,,,,,,,,
21957,2024-07-06,DUSK-USD,,0.6360051760645806,-0.35734869604296793,-0.9999987690671831,lr_pb_15N_30d,123,2024-01-24,2024-07-06,,,,,,,,,,0.8896036917244098,,,,,,,,,,,,,,,
21957,2024-07-06,DUSK-USD,,1.2271118690712406,15.734216015712693,148.60581821383073,Xv_pb_20N_30d,73,2024-01-02,2024-07-06,,,,,,,,,,,,0.858263,,,,,,,,,,,,,
21896,2024-05-06,DUSK-USD,,5.642533459641948,275.69186719546974,5080038.685938703,lr_pb_10P_30d,35,2024-01-01,2024-05-06,,,,,,,,,,,,,0.7603293763451303,,,,,,,,,,,,
21957,2024-07-06,DUSK-USD,,-0.5484468283330644,-0.9215289820386643,-0.9999998276868192,lr_pb_10N_15d,115,2024-01-25,2024-07-06,,,,,,,,,,,,,,0.8536843954579806,,,,,,,,,,,
21852,2024-03-23,DUSK-USD,,44.00808037233379,19.815738233322897,0.47097403114685954,Xv_pb_10N_15d,9,2024-03-15,2024-03-23,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
21957,2024-07-06,DUSK-USD,,-0.7049159359286314,-0.9939637560554117,-0.9998899128690555,score_N_30d,61,2024-01-22,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.711620823642706,,
21851,2024-03-22,DUSK-USD,,20.21193006615536,5.821293531699992,0.5256266097113813,score_N_15d,6,2024-03-17,2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,0.7023911604519513,
22099,2024-07-06,DVPN-USD,,-0.9526786356116598,-0.7991689407999615,-0.6818090035739727,Xv_pb_10N_30d,119,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
22099,2024-07-06,DVPN-USD,,-0.9748959137981484,-0.9932654618872544,-0.9999999841217377,lr_pb_10N_30d,108,2024-01-05,2024-07-06,,,0.9526946953910026,,,,,,,,,,,,,,,,,,,,,,
22099,2024-07-06,DVPN-USD,,-0.8588698201104117,1.4970963736875356,65.34817424421095,Xv_pb_15N_30d,76,2024-01-14,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
22099,2024-07-06,DVPN-USD,,-0.9628255629710795,-0.9956262673385449,-0.9999999938123242,lr_pb_15N_30d,100,2024-01-28,2024-07-06,,,,,,,,,,0.8871276713000842,,,,,,,,,,,,,,,
22099,2024-07-06,DVPN-USD,,-0.9821075675442574,-0.9722565618244228,-0.9787116320691124,Xv_pb_20N_30d,64,2024-01-02,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
22098,2024-07-04,DVPN-USD,,0.09369855460253329,15.174159250154819,60407.50901467729,lr_pb_10P_30d,24,2024-01-12,2024-07-04,,,,,,,,,,,,,0.8043319743880424,,,,,,,,,,,,
22099,2024-07-06,DVPN-USD,,-0.955151592624319,-0.9907790515752963,-0.9999999930270121,lr_pb_10N_15d,98,2024-01-30,2024-07-06,,,,,,,,,,,,,,0.912612252261129,,,,,,,,,,,
22099,2024-07-06,DVPN-USD,,1.8082359543652466,10.594124815665582,0.4451694408792022,Xv_pb_10N_15d,12,2024-03-15,2024-07-06,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
22043,2024-04-01,DVPN-USD,,0.3961429763220241,0.14276665985837056,-0.7096471887151152,score_N_30d,9,2024-01-30,2024-04-01,,,,,,,,,,,,,,,,,,,,,,,0.7162185139876899,,
22286,2024-07-06,DYDX-USD,,-0.9944094727387954,-0.9999670339421738,-0.9999999964711805,Xv_pb_10N_30d,165,2024-01-01,2024-07-06,0.9630616,,,,,,,,,,,,,,,,,,,,,,,,
22286,2024-07-06,DYDX-USD,,-0.9889724362637821,-0.9999672409720397,-0.9999999999970939,lr_pb_10N_30d,155,2024-01-01,2024-07-06,,,0.9776354516200008,,,,,,,,,,,,,,,,,,,,,,
22286,2024-07-06,DYDX-USD,,-0.996757074212887,-0.9999919416884918,-0.999999999418337,Xv_pb_15N_30d,147,2024-01-03,2024-07-06,,,,,,,0.90308934,,,,,,,,,,,,,,,,,,
22286,2024-07-06,DYDX-USD,,-0.9768199980988457,-0.999967984321805,-0.9999999999976945,lr_pb_15N_30d,131,2024-01-01,2024-07-06,,,,,,,,,,0.9482864160193404,,,,,,,,,,,,,,,
22286,2024-07-06,DYDX-USD,,-0.988024959858498,-0.999366921738733,-0.9999956734720847,Xv_pb_20N_30d,91,2024-01-15,2024-07-06,,,,,,,,,,,,0.8849005,,,,,,,,,,,,,
22286,2024-07-06,DYDX-USD,,-0.9808748184342063,-0.9999820670679888,-0.9999999999923423,lr_pb_10N_15d,110,2024-01-04,2024-07-06,,,,,,,,,,,,,,0.887495811325441,,,,,,,,,,,
22286,2024-07-06,DYDX-USD,,-0.9639039356714688,-0.9995268095452087,-0.9999997371684355,Xv_pb_10N_15d,57,2024-02-25,2024-07-06,,,,,,,,,,,,,,,,,,,0.81214345,,,,,,
22286,2024-07-06,DYDX-USD,,-0.9793052720646473,-0.9994062635623805,-0.9999999271317374,score_N_30d,70,2024-01-01,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7471794565351384,,
22258,2024-06-08,DYDX-USD,,-0.5134016427291916,-0.9401411360479837,-0.9989896673282042,score_N_15d,17,2024-02-25,2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,0.7046594163323114,
22379,2024-06-25,DYP-USD,,-0.47654840065013493,-0.895673841918211,-0.9954562921881338,Xv_pb_10N_30d,81,2024-01-01,2024-06-25,0.95970374,,,,,,,,,,,,,,,,,,,,,,,,
22376,2024-06-06,DYP-USD,,-0.7132455239248234,-0.9207126276947437,-0.9943986031301719,lr_pb_10N_30d,15,2024-04-05,2024-06-06,,,0.8896019351037844,,,,,,,,,,,,,,,,,,,,,,
22379,2024-06-25,DYP-USD,,-0.7214221718692364,-0.9715494963143352,-0.9997867169046382,Xv_pb_15N_30d,59,2024-01-01,2024-06-25,,,,,,,0.87924886,,,,,,,,,,,,,,,,,,
22376,2024-06-06,DYP-USD,,-0.6304538798775507,-0.8643245067200871,-0.9878983909149021,lr_pb_15N_30d,12,2024-04-05,2024-06-06,,,,,,,,,,0.8716769974942284,,,,,,,,,,,,,,,
22379,2024-06-25,DYP-USD,,2.119969589773015,0.7918979607488041,-0.2012165749844489,Xv_pb_20N_30d,39,2024-01-01,2024-06-25,,,,,,,,,,,,0.87660056,,,,,,,,,,,,,
22379,2024-06-25,DYP-USD,,0.6463403375228438,6.6239029652538415,1217.4423186917536,lr_pb_10P_30d,52,2024-01-01,2024-06-25,,,,,,,,,,,,,0.9792445241695436,,,,,,,,,,,,
22377,2024-06-10,DYP-USD,,-0.5199754802547518,-0.8333742877617341,-0.9873770685132935,lr_pb_10N_15d,16,2024-03-31,2024-06-10,,,,,,,,,,,,,,0.7794065562709471,,,,,,,,,,,
22346,2024-04-16,DYP-USD,,-0.16283408250732334,0.3580600684064259,3.7910361991748633,Xv_pb_10N_15d,4,2024-03-15,2024-04-16,,,,,,,,,,,,,,,,,,,0.7556094,,,,,,
22366,2024-05-07,DYP-USD,,-0.16606981284582478,-0.1593919414138132,-0.4789445773682034,score_N_30d,4,2024-04-05,2024-05-07,,,,,,,,,,,,,,,,,,,,,,,0.7071135085335618,,
22385,2024-07-02,ECOX-USD,,-0.5677948843122846,-0.3906491705866193,-0.5603229027230084,Xv_pb_10N_30d,6,2024-06-11,2024-07-02,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
22385,2024-07-02,ECOX-USD,,-0.5677948843122846,-0.3906491705866193,-0.5603229027230084,Xv_pb_15N_30d,6,2024-06-11,2024-07-02,,,,,,,0.861122,,,,,,,,,,,,,,,,,,
22385,2024-07-02,ECOX-USD,,-0.5677948843122846,-0.3906491705866193,-0.5603229027230084,Xv_pb_20N_30d,6,2024-06-11,2024-07-02,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
22385,2024-07-02,ECOX-USD,,-0.43343739060935715,-0.18471514342424766,-0.4093627916956686,lr_pb_10P_30d,5,2024-06-17,2024-07-02,,,,,,,,,,,,,0.9522547153928944,,,,,,,,,,,,
22380,2024-06-11,ECOX-USD,,-0.23714500652881665,-0.25259150283657594,-0.255588555723967,lr_pb_10N_15d,1,2024-06-11,2024-06-11,,,,,,,,,,,,,,0.7209300612881531,,,,,,,,,,,
22385,2024-07-02,ECOX-USD,,-0.4112811318161086,-0.44738413210399786,-0.39830283723039883,Xv_pb_10N_15d,2,2024-06-28,2024-07-02,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
22573,2024-07-06,EGLD-USD,,-0.9479857778137009,-0.9956157623232018,-0.9997370489901505,Xv_pb_10N_30d,152,2024-01-01,2024-07-06,0.9599426,,,,,,,,,,,,,,,,,,,,,,,,
22573,2024-07-06,EGLD-USD,,-0.9723447709444415,-0.9997557886271331,-0.9999999910238564,lr_pb_10N_30d,150,2024-01-01,2024-07-06,,,0.980574483303861,,,,,,,,,,,,,,,,,,,,,,
22573,2024-07-06,EGLD-USD,,-0.9408695517713334,-0.9955759898666174,-0.9999080099771605,Xv_pb_15N_30d,134,2024-01-11,2024-07-06,,,,,,,0.9273354,,,,,,,,,,,,,,,,,,
22573,2024-07-06,EGLD-USD,,-0.977845655402547,-0.9998703317018311,-0.999999993402658,lr_pb_15N_30d,134,2024-01-01,2024-07-06,,,,,,,,,,0.9578658003654844,,,,,,,,,,,,,,,
22573,2024-07-06,EGLD-USD,,-0.014080446342476738,0.22619193596353782,0.8242090038467713,Xv_pb_20N_30d,10,2024-01-28,2024-07-06,,,,,,,,,,,,0.8633809,,,,,,,,,,,,,
22422,2024-02-06,EGLD-USD,,0.28505511351229207,0.1759019298121154,0.6230493379188566,lr_pb_10P_30d,2,2024-02-05,2024-02-06,,,,,,,,,,,,,0.7169890335847843,,,,,,,,,,,,
22573,2024-07-06,EGLD-USD,,-0.9827828051819856,-0.9999163813495545,-0.9999999939094413,lr_pb_10N_15d,123,2024-01-01,2024-07-06,,,,,,,,,,,,,,0.9169213530197656,,,,,,,,,,,
22573,2024-07-06,EGLD-USD,,0.7941782562452913,10.288468998189252,4.871864711834117,Xv_pb_10N_15d,27,2024-06-10,2024-07-06,,,,,,,,,,,,,,,,,,,0.7467563,,,,,,
22573,2024-07-06,EGLD-USD,,-0.19758770975103956,-0.7674223791393013,-0.9873288429129143,score_N_30d,40,2024-02-01,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7534548802671209,,
22573,2024-07-06,EGLD-USD,,0.38361192322767135,0.5007995340170293,-0.5562608747562809,score_N_15d,4,2024-07-03,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,0.7038560108616547,
22761,2024-07-06,ELA-USD,,-0.9861648157236319,-0.999293648794535,-0.9999998073402332,Xv_pb_10N_30d,161,2024-01-01,2024-07-06,0.94228244,,,,,,,,,,,,,,,,,,,,,,,,
22740,2024-06-15,ELA-USD,,-0.9296599495909208,-0.998745294085126,-0.9999999151625373,lr_pb_10N_30d,110,2024-01-07,2024-06-15,,,0.90830174305816,,,,,,,,,,,,,,,,,,,,,,
22761,2024-07-06,ELA-USD,,-0.8475254065530032,-0.9498365264222994,-0.9998607841287319,Xv_pb_15N_30d,127,2024-01-01,2024-07-06,,,,,,,0.90308934,,,,,,,,,,,,,,,,,,
22740,2024-06-15,ELA-USD,,-0.9041042605785029,-0.9968506878848122,-0.9999995546312392,lr_pb_15N_30d,98,2024-02-07,2024-06-15,,,,,,,,,,0.8637123585229176,,,,,,,,,,,,,,,
22761,2024-07-06,ELA-USD,,-0.9276896334537763,-0.9759144263013565,-0.9930645265995438,Xv_pb_20N_30d,47,2024-01-02,2024-07-06,,,,,,,,,,,,0.8849005,,,,,,,,,,,,,
22761,2024-07-06,ELA-USD,,-0.7618804702816231,-0.507011811011661,14.739463290875504,lr_pb_10P_30d,53,2024-01-01,2024-07-06,,,,,,,,,,,,,0.868141848989504,,,,,,,,,,,,
22740,2024-06-15,ELA-USD,,-0.7488026727803432,-0.9700839607185814,-0.9999944572364358,lr_pb_10N_15d,89,2024-02-07,2024-06-15,,,,,,,,,,,,,,0.8567686912418573,,,,,,,,,,,
22761,2024-07-06,ELA-USD,,1.367510454801819,11.17694524499651,-0.793558289482726,Xv_pb_10N_15d,29,2024-02-25,2024-07-06,,,,,,,,,,,,,,,,,,,0.81214345,,,,,,
22740,2024-06-15,ELA-USD,,-0.9619793744812665,-0.993282994371599,-0.999880598176438,score_N_30d,38,2024-02-07,2024-06-15,,,,,,,,,,,,,,,,,,,,,,,0.7523574781918665,,
