,Date,Symbol,rf_pb_25N_30d,Cumulative_Return_7d,Cumulative_Return_15d,Cumulative_Return_30d,model,number_entries,first_entry,last_entry,Xv_pb_10N_30d,rf_pb_10N_30d,lr_pb_10N_30d,rf_pb_10N_15d,rf_pb_15N_30d,rf_pb_15N_15d,Xv_pb_15N_30d,rf_pb_20P_30d,rf_pb_10P_15d,lr_pb_15N_30d,rf_pb_20N_30d,Xv_pb_20N_30d,lr_pb_10P_30d,lr_pb_10N_15d,Xv_pb_15P_30d,rf_pb_10P_30d,rf_pb_15P_30d,Xv_pb_10P_30d,Xv_pb_10N_15d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
1892,2024-05-13,AIOZ-USD,,5.984818931164744,347.4969468233332,2402319.871663529,score_N_30d,33,2024-01-20,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,0.7111236843191626,,
2126,2024-07-05,AIPAD-USD,,-0.9995235587025338,-0.9999996630761646,-0.9999999999655342,Xv_pb_10N_30d,159,2024-01-01,2024-07-05,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
2126,2024-07-05,AIPAD-USD,,-0.7935657714003008,-0.9974678747570591,-0.9999982498123687,lr_pb_10N_30d,112,2024-01-20,2024-07-05,,,0.9944508669335248,,,,,,,,,,,,,,,,,,,,,,
2126,2024-07-05,AIPAD-USD,,-0.9995680570506167,-0.9999974238230416,-0.9999999994130148,Xv_pb_15N_30d,142,2024-01-01,2024-07-05,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
2126,2024-07-05,AIPAD-USD,,0.9080001639202095,-0.9877249755737791,-0.9999957533617062,lr_pb_15N_30d,86,2024-01-31,2024-07-05,,,,,,,,,,0.984921471718543,,,,,,,,,,,,,,,
2126,2024-07-05,AIPAD-USD,,-0.99062044379652,-0.9999768725078707,-0.9999998074206804,Xv_pb_20N_30d,124,2024-01-04,2024-07-05,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
2027,2024-03-25,AIPAD-USD,,-0.8315933336042998,0.3166338052400608,-0.9155508270112067,lr_pb_10P_30d,16,2024-02-19,2024-03-25,,,,,,,,,,,,,0.75352807707056,,,,,,,,,,,,
2126,2024-07-05,AIPAD-USD,,-0.8435192623669233,-0.9997667844819107,-0.9999999100213751,lr_pb_10N_15d,67,2024-02-01,2024-07-05,,,,,,,,,,,,,,0.9501462914408506,,,,,,,,,,,
2126,2024-07-05,AIPAD-USD,,0.3740128888561447,-0.9468381424822278,-0.9998512126781385,Xv_pb_10N_15d,41,2024-01-01,2024-07-05,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
2126,2024-07-05,AIPAD-USD,,0.2470778204174393,-0.43178921710912965,-0.426155401066426,score_N_30d,9,2024-02-02,2024-07-05,,,,,,,,,,,,,,,,,,,,,,,0.704807214056897,,
2235,2024-07-06,AITECH-USD,,-0.9990245073877082,-0.9999990541677038,-0.9999999999634593,Xv_pb_10N_30d,104,2024-03-20,2024-07-06,0.9658816,,,,,,,,,,,,,,,,,,,,,,,,
2235,2024-07-06,AITECH-USD,,-0.9841541871039272,-0.9999060796775314,-0.9999999925429943,lr_pb_10N_30d,86,2024-03-24,2024-07-06,,,0.9711575469741645,,,,,,,,,,,,,,,,,,,,,,
2235,2024-07-06,AITECH-USD,,-0.9889482552183363,-0.9999843065602624,-0.9999999862218403,Xv_pb_15N_30d,84,2024-03-20,2024-07-06,,,,,,,0.73288167,,,,,,,,,,,,,,,,,,
2235,2024-07-06,AITECH-USD,,-0.9781048524681516,-0.9996305207964213,-0.9999999676398033,lr_pb_15N_30d,79,2024-03-24,2024-07-06,,,,,,,,,,0.9287809072035812,,,,,,,,,,,,,,,
2235,2024-07-06,AITECH-USD,,-0.985411836640746,-0.9997675780937829,-0.9999988461597925,Xv_pb_20N_30d,63,2024-03-20,2024-07-06,,,,,,,,,,,,0.858263,,,,,,,,,,,,,
2205,2024-06-06,AITECH-USD,,-0.5476021911151391,-0.651195441040106,-0.7715334984889668,lr_pb_10P_30d,3,2024-06-04,2024-06-06,,,,,,,,,,,,,0.7064517903587676,,,,,,,,,,,,
2235,2024-07-06,AITECH-USD,,-0.9875927747635018,-0.9997672089321011,-0.9999999408598712,lr_pb_10N_15d,68,2024-03-24,2024-07-06,,,,,,,,,,,,,,0.9009179468085012,,,,,,,,,,,
2137,2024-03-30,AITECH-USD,,-0.6176454319086597,-0.9385488395158178,-0.9577009059152657,Xv_pb_10N_15d,9,2024-03-21,2024-03-30,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
2169,2024-05-01,AITECH-USD,,-0.09687388351151494,-0.11132460450215031,-0.1837453485597399,score_N_30d,1,2024-05-01,2024-05-01,,,,,,,,,,,,,,,,,,,,,,,0.7003245041669393,,
2423,2024-07-06,AKRO-USD,,-0.47457699983287416,1.2049817297670717,0.33581459852203266,Xv_pb_10N_30d,165,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
2412,2024-06-25,AKRO-USD,,62.76874770773661,248.6803292976928,552.7564847393546,lr_pb_10N_30d,105,2024-01-03,2024-06-25,,,0.8729945355658131,,,,,,,,,,,,,,,,,,,,,,
2423,2024-07-06,AKRO-USD,,-0.4071553808734064,-0.8840307607601376,1.4279554575854143,Xv_pb_15N_30d,144,2024-01-01,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
2412,2024-06-25,AKRO-USD,,32.877507573811016,380.4342038745325,1725.912402905754,lr_pb_15N_30d,76,2024-01-03,2024-06-25,,,,,,,,,,0.7782985498752408,,,,,,,,,,,,,,,
2423,2024-07-06,AKRO-USD,,-0.9217269443762118,-0.5659128871518064,1.3259767672517855,Xv_pb_20N_30d,109,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
2423,2024-07-06,AKRO-USD,,-0.9932159988034313,-0.9955181862045906,-0.9680574274389959,lr_pb_10P_30d,50,2024-02-15,2024-07-06,,,,,,,,,,,,,0.886788929852495,,,,,,,,,,,,
2411,2024-06-24,AKRO-USD,,12.562349716716616,5.24479058958257,7.925143344254888,lr_pb_10N_15d,65,2024-01-03,2024-06-24,,,,,,,,,,,,,,0.7568972511874192,,,,,,,,,,,
2423,2024-07-06,AKRO-USD,,47.44352389322912,50.67457791400442,10.196928399410089,Xv_pb_10N_15d,45,2024-02-22,2024-07-06,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
2611,2024-07-06,AKT-USD,,-0.6968316667560018,-0.4460454775647251,11.770217034683629,Xv_pb_10N_30d,161,2024-01-01,2024-07-06,0.96341115,,,,,,,,,,,,,,,,,,,,,,,,
2611,2024-07-06,AKT-USD,,0.6605959424543224,-0.21123497286888915,36.97408350800395,lr_pb_10N_30d,115,2024-01-17,2024-07-06,,,0.8515636789878414,,,,,,,,,,,,,,,,,,,,,,
2611,2024-07-06,AKT-USD,,1.014767946877536,3.7644662273252525,139.34386227185038,Xv_pb_15N_30d,130,2024-01-01,2024-07-06,,,,,,,0.71806145,,,,,,,,,,,,,,,,,,
2611,2024-07-06,AKT-USD,,-0.2779375534498485,-0.6990767760636027,57.235037337392285,lr_pb_15N_30d,102,2024-01-20,2024-07-06,,,,,,,,,,0.7148475523733606,,,,,,,,,,,,,,,
2611,2024-07-06,AKT-USD,,5.602469645891034,50.54749501056797,54.32664390626032,Xv_pb_20N_30d,47,2024-01-15,2024-07-06,,,,,,,,,,,,0.74873465,,,,,,,,,,,,,
2554,2024-05-10,AKT-USD,,31.16648086155479,675.3074548780569,59.63634752826612,lr_pb_10P_30d,50,2024-01-01,2024-05-10,,,,,,,,,,,,,0.7311300435062239,,,,,,,,,,,,
2611,2024-07-06,AKT-USD,,0.7044058253236338,1.893000177792858,340.51017767987565,lr_pb_10N_15d,107,2024-01-20,2024-07-06,,,,,,,,,,,,,,0.8226512425975698,,,,,,,,,,,
2513,2024-03-30,AKT-USD,,-0.7429386024115237,-0.983608372262482,-0.9936138886690957,Xv_pb_10N_15d,20,2024-03-04,2024-03-30,,,,,,,,,,,,,,,,,,,0.7070181,,,,,,
2609,2024-07-04,AKT-USD,,21.34239570755476,125.1127059879077,31983.76035945138,score_N_30d,32,2024-01-18,2024-07-04,,,,,,,,,,,,,,,,,,,,,,,0.7248035590001178,,
2499,2024-03-16,AKT-USD,,-0.09867956775706299,-0.3356000556622344,-0.5586384132103772,score_N_15d,2,2024-03-15,2024-03-16,,,,,,,,,,,,,,,,,,,,,,,,0.7010278747491375,
2799,2024-07-06,ALEPH-USD,,19.818314784307102,602.6317004722407,116.71413430139162,Xv_pb_10N_30d,170,2024-01-01,2024-07-06,0.96227705,,,,,,,,,,,,,,,,,,,,,,,,
2799,2024-07-06,ALEPH-USD,,-0.9717086146717483,-0.9998727720702631,-0.9999999214021282,lr_pb_10N_30d,115,2024-02-02,2024-07-06,,,0.9868736819768014,,,,,,,,,,,,,,,,,,,,,,
2799,2024-07-06,ALEPH-USD,,0.9242599271701482,6.455401100707125,-0.8161084884220544,Xv_pb_15N_30d,103,2024-01-14,2024-07-06,,,,,,,0.7845447,,,,,,,,,,,,,,,,,,
2799,2024-07-06,ALEPH-USD,,-0.9783131400709404,-0.9999632048465752,-0.9999999137323853,lr_pb_15N_30d,98,2024-02-03,2024-07-06,,,,,,,,,,0.9671484471873398,,,,,,,,,,,,,,,
2799,2024-07-06,ALEPH-USD,,393.15439412035374,860.7025495901532,1618.924389088839,Xv_pb_20N_30d,80,2024-01-02,2024-07-06,,,,,,,,,,,,0.858263,,,,,,,,,,,,,
2755,2024-05-23,ALEPH-USD,,454.04306774202985,195492.94370650582,1084201.3461776837,lr_pb_10P_30d,67,2024-01-01,2024-05-23,,,,,,,,,,,,,0.7191970076015247,,,,,,,,,,,,
2799,2024-07-06,ALEPH-USD,,-0.9992854864849308,-0.9999952804240325,-0.9999999636683389,lr_pb_10N_15d,97,2024-02-14,2024-07-06,,,,,,,,,,,,,,0.938882872378277,,,,,,,,,,,
2690,2024-03-19,ALEPH-USD,,-0.4771608178200103,-0.721603200842448,-0.9768356811845703,Xv_pb_10N_15d,6,2024-02-25,2024-03-19,,,,,,,,,,,,,,,,,,,0.73843646,,,,,,
2799,2024-07-06,ALEPH-USD,,0.5471334171556472,0.33406325945676874,-0.9779634022284142,score_N_30d,20,2024-02-02,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7109986698735592,,
2686,2024-03-15,ALEPH-USD,,-0.19136530224231874,-0.1583837413335515,-0.4590824475190185,score_N_15d,1,2024-03-15,2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,0.7066297650270259,
2987,2024-07-06,ALEX-USD,,-0.9989727073331144,-0.9999994638993693,-0.9999999999977742,Xv_pb_10N_30d,165,2024-01-01,2024-07-06,0.9840237,,,,,,,,,,,,,,,,,,,,,,,,
2941,2024-05-21,ALEX-USD,,-0.7592376403523848,-0.997871519293378,-0.9999927514140726,lr_pb_10N_30d,70,2024-01-18,2024-05-21,,,0.8168750065035735,,,,,,,,,,,,,,,,,,,,,,
2987,2024-07-06,ALEX-USD,,-0.9944436521706671,-0.999861346998138,-0.9999999898673505,Xv_pb_15N_30d,127,2024-01-07,2024-07-06,,,,,,,0.8477629,,,,,,,,,,,,,,,,,,
2941,2024-05-21,ALEX-USD,,-0.5805399010057848,-0.9915262346616992,-0.9998520574137142,lr_pb_15N_30d,63,2024-01-20,2024-05-21,,,,,,,,,,0.7982942312761545,,,,,,,,,,,,,,,
2987,2024-07-06,ALEX-USD,,-0.9964528154911051,-0.999983492783266,-0.9999993801922145,Xv_pb_20N_30d,97,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
2969,2024-06-18,ALEX-USD,,-0.9975659750876902,-0.9999980703110649,-0.9999956146132519,lr_pb_10P_30d,57,2024-01-01,2024-06-18,,,,,,,,,,,,,0.7782598708258289,,,,,,,,,,,,
2941,2024-05-21,ALEX-USD,,1.1762214560033337,-0.716449294203644,-0.9789421234444264,lr_pb_10N_15d,38,2024-01-20,2024-05-21,,,,,,,,,,,,,,0.7058906255995537,,,,,,,,,,,
2967,2024-06-16,ALEX-USD,,1.116197602508532,-0.09599782511504495,-0.8759703256092483,Xv_pb_10N_15d,19,2024-02-25,2024-06-16,,,,,,,,,,,,,,,,,,,0.7183063,,,,,,
2854,2024-02-24,ALEX-USD,,11.731289234798277,100.7684542218324,838.7972568387053,score_N_30d,22,2024-01-20,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,0.7004622940250383,,
3175,2024-07-06,ALGO-USD,,-0.9631735312383173,-0.998494507741522,-0.9997950569230244,Xv_pb_10N_30d,164,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
3175,2024-07-06,ALGO-USD,,-0.9287023725486763,-0.9869281111652778,-0.9992737009511738,lr_pb_10N_30d,165,2024-01-03,2024-07-06,,,0.988715388586225,,,,,,,,,,,,,,,,,,,,,,
3175,2024-07-06,ALGO-USD,,-0.9620163135475011,-0.9863844606627731,-0.8952788268585479,Xv_pb_15N_30d,104,2024-01-03,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
3175,2024-07-06,ALGO-USD,,-0.9143010648193471,-0.9873622980398199,-0.9966529273637207,lr_pb_15N_30d,150,2024-01-03,2024-07-06,,,,,,,,,,0.9706206905590166,,,,,,,,,,,,,,,
3175,2024-07-06,ALGO-USD,,-0.6032383396750232,-0.6164516301568268,-0.18521430407433703,Xv_pb_20N_30d,104,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
3102,2024-04-24,ALGO-USD,,0.08924898207559684,0.44264883971378066,-0.15114786891626408,lr_pb_10P_30d,10,2024-01-01,2024-04-24,,,,,,,,,,,,,0.7745142642538982,,,,,,,,,,,,
3175,2024-07-06,ALGO-USD,,-0.9313911356491105,-0.9953254710203412,-0.9980990608506423,lr_pb_10N_15d,140,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.9349789055676546,,,,,,,,,,,
3174,2024-07-05,ALGO-USD,,0.3005050306234678,-0.011340651889670927,-0.9337132081284789,Xv_pb_10N_15d,15,2024-03-15,2024-07-05,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
3175,2024-07-06,ALGO-USD,,0.3933509374419992,0.40579684766519897,38.527032770678986,score_N_30d,49,2024-01-18,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7163371866218922,,
3065,2024-03-18,ALGO-USD,,0.21702314717105242,0.010374987537532965,-0.24117061732263478,score_N_15d,1,2024-03-18,2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,0.7097094764614779,
3363,2024-07-06,ALICE-USD,,-0.9672997638815695,-0.9943303682978687,-0.9864007455921551,Xv_pb_10N_30d,160,2024-01-01,2024-07-06,0.9665936,,,,,,,,,,,,,,,,,,,,,,,,
3363,2024-07-06,ALICE-USD,,-0.964394561747826,-0.5099954353243645,4.58060549787533,lr_pb_10N_30d,160,2024-01-03,2024-07-06,,,0.9847356103481189,,,,,,,,,,,,,,,,,,,,,,
3363,2024-07-06,ALICE-USD,,-0.9275536905295861,-0.805869695529535,-0.9929221287736346,Xv_pb_15N_30d,126,2024-01-01,2024-07-06,,,,,,,0.8753347,,,,,,,,,,,,,,,,,,
3363,2024-07-06,ALICE-USD,,-0.7347277076189971,0.455388090562562,22.01132951976665,lr_pb_15N_30d,152,2024-01-03,2024-07-06,,,,,,,,,,0.9550400959604458,,,,,,,,,,,,,,,
3363,2024-07-06,ALICE-USD,,2.161930971472477,26.581161576348045,4073.1359350162697,Xv_pb_20N_30d,101,2024-01-01,2024-07-06,,,,,,,,,,,,0.8849005,,,,,,,,,,,,,
3336,2024-06-09,ALICE-USD,,-0.5287318544936497,-0.9265116344131876,-0.9975019135494859,lr_pb_10P_30d,29,2024-02-15,2024-06-09,,,,,,,,,,,,,0.7675619190480528,,,,,,,,,,,,
3363,2024-07-06,ALICE-USD,,-0.9398800709639615,-0.9249693158429229,-0.8314662784957843,lr_pb_10N_15d,146,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.931183828334418,,,,,,,,,,,
3363,2024-07-06,ALICE-USD,,1.404125377826905,-0.21094218583534896,-0.9984422325964895,Xv_pb_10N_15d,26,2024-02-23,2024-07-06,,,,,,,,,,,,,,,,,,,0.77570707,,,,,,
3363,2024-07-06,ALICE-USD,,0.1449543657233665,2.6811308425259854,20.187888517514143,score_N_30d,18,2024-01-20,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7398905245900793,,
3254,2024-03-19,ALICE-USD,,0.2721282961396261,0.0024061233923338143,-0.4843889732023928,score_N_15d,2,2024-03-18,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,0.7035300980571166,
3551,2024-07-06,ALPHA-USD,,-0.9786231010620684,-0.9993518537044784,-0.9999974353653582,Xv_pb_10N_30d,165,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
3551,2024-07-06,ALPHA-USD,,-0.8477709263282275,-0.9845646594483217,-0.9991192788890066,lr_pb_10N_30d,138,2024-01-08,2024-07-06,,,0.9917285584250248,,,,,,,,,,,,,,,,,,,,,,
3551,2024-07-06,ALPHA-USD,,-0.9936923154767564,-0.99996983591241,-0.999999987922747,Xv_pb_15N_30d,97,2024-01-07,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
3551,2024-07-06,ALPHA-USD,,-0.5805760662448682,-0.9858208326887964,-0.9995137269003799,lr_pb_15N_30d,119,2024-01-08,2024-07-06,,,,,,,,,,0.9796560623192916,,,,,,,,,,,,,,,
3551,2024-07-06,ALPHA-USD,,-0.991484288557362,-0.9927149752259645,-0.9958438289891806,Xv_pb_20N_30d,112,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
3519,2024-06-04,ALPHA-USD,,2.171807571100404,9.400796937283914,-0.4467995525820877,lr_pb_10P_30d,28,2024-01-01,2024-06-04,,,,,,,,,,,,,0.7309928778370982,,,,,,,,,,,,
3551,2024-07-06,ALPHA-USD,,-0.9378320105492598,-0.998903127059386,-0.9999936591246434,lr_pb_10N_15d,107,2024-01-22,2024-07-06,,,,,,,,,,,,,,0.937666543249293,,,,,,,,,,,
3551,2024-07-06,ALPHA-USD,,0.17582526297972745,-0.6178878056201761,-0.972433491246144,Xv_pb_10N_15d,22,2024-02-25,2024-07-06,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
3551,2024-07-06,ALPHA-USD,,-0.7438394050119939,-0.9658038389649488,-0.9978810612807566,score_N_30d,24,2024-03-24,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7070796528041866,,
3739,2024-07-06,ALPINE-USD,,-0.9467973838930913,-0.9965515574954257,-0.999999089827054,Xv_pb_10N_30d,165,2024-01-01,2024-07-06,0.9630616,,,,,,,,,,,,,,,,,,,,,,,,
3739,2024-07-06,ALPINE-USD,,-0.8022881205993652,-0.9625408114945201,-0.9999113177344682,lr_pb_10N_30d,93,2024-01-03,2024-07-06,,,0.9858320598294588,,,,,,,,,,,,,,,,,,,,,,
3739,2024-07-06,ALPINE-USD,,-0.5918421254245885,-0.9664463612684988,-0.9998905971378431,Xv_pb_15N_30d,135,2024-01-01,2024-07-06,,,,,,,0.90308934,,,,,,,,,,,,,,,,,,
3739,2024-07-06,ALPINE-USD,,-0.6185349318982046,-0.9507111946053415,-0.9996016047418003,lr_pb_15N_30d,78,2024-01-07,2024-07-06,,,,,,,,,,0.9614292603697544,,,,,,,,,,,,,,,
3739,2024-07-06,ALPINE-USD,,-0.9810715665470098,-0.9987560435564423,-0.9999935752988742,Xv_pb_20N_30d,128,2024-01-01,2024-07-06,,,,,,,,,,,,0.8849005,,,,,,,,,,,,,
3708,2024-06-05,ALPINE-USD,,0.04391513065561958,1.5501043908837677,1.0486183399471263,lr_pb_10P_30d,41,2024-01-01,2024-06-05,,,,,,,,,,,,,0.7456380145795545,,,,,,,,,,,,
3739,2024-07-06,ALPINE-USD,,-0.7460930267817136,-0.9902097027461594,-0.999971042879381,lr_pb_10N_15d,67,2024-01-07,2024-07-06,,,,,,,,,,,,,,0.9253637535884336,,,,,,,,,,,
3739,2024-07-06,ALPINE-USD,,0.7555314146273433,-0.06421237776701216,-0.9739582152284537,Xv_pb_10N_15d,79,2024-01-01,2024-07-06,,,,,,,,,,,,,,,,,,,0.81214345,,,,,,
3739,2024-07-06,ALPINE-USD,,-0.6989979330168103,-0.8754024535884151,-0.9835143381813876,score_N_30d,45,2024-01-07,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.749389344042927,,
3738,2024-07-05,ALPINE-USD,,0.4033470984837475,0.5556044414259864,-0.488807039637168,score_N_15d,4,2024-03-18,2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,0.7007685400994252,
3927,2024-07-06,AMB-USD,,-0.9121528996004837,-0.9682323194561534,-0.8906477667243906,Xv_pb_10N_30d,168,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
3927,2024-07-06,AMB-USD,,0.716583777954811,-0.7001316533015687,-0.9423156136022953,lr_pb_10N_30d,113,2024-01-02,2024-07-06,,,0.9769519267345504,,,,,,,,,,,,,,,,,,,,,,
3927,2024-07-06,AMB-USD,,-0.633498688536798,-0.3883031263704616,-0.11817389739415407,Xv_pb_15N_30d,134,2024-01-01,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
3927,2024-07-06,AMB-USD,,2.096442110634062,-0.8741313985343286,-0.9885128635574365,lr_pb_15N_30d,90,2024-01-03,2024-07-06,,,,,,,,,,0.9429293672585964,,,,,,,,,,,,,,,
3927,2024-07-06,AMB-USD,,-0.9228547262251574,-0.9452524640427513,2.1873816310281535,Xv_pb_20N_30d,130,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
3896,2024-06-05,AMB-USD,,7.718886830897539,52.11719990068291,84.86419088778477,lr_pb_10P_30d,38,2024-02-07,2024-06-05,,,,,,,,,,,,,0.7567015978694928,,,,,,,,,,,,
3927,2024-07-06,AMB-USD,,-0.2010498335396319,-0.9834030878011972,-0.9998440845512133,lr_pb_10N_15d,73,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.8916127427320056,,,,,,,,,,,
3925,2024-07-04,AMB-USD,,2.5567100698046095,2.400196915088826,-0.9017037358741757,Xv_pb_10N_15d,29,2024-02-11,2024-07-04,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
3898,2024-06-07,AMB-USD,,-0.23543115819373073,-0.4327421043527111,-0.6047831577223517,score_N_30d,2,2024-06-06,2024-06-07,,,,,,,,,,,,,,,,,,,,,,,0.7084273810131568,,
4115,2024-07-06,AMP-USD,,-0.9452024680821891,-0.9912937439461383,-0.8128962204020151,Xv_pb_10N_30d,163,2024-01-01,2024-07-06,0.9635447,,,,,,,,,,,,,,,,,,,,,,,,
4115,2024-07-06,AMP-USD,,1.0009967056094315,-0.8238850124508701,-0.999887237230884,lr_pb_10N_30d,60,2024-01-07,2024-07-06,,,0.8740622673049044,,,,,,,,,,,,,,,,,,,,,,
4115,2024-07-06,AMP-USD,,-0.9666423406983466,-0.9934741431110387,-0.9939260774634981,Xv_pb_15N_30d,115,2024-01-03,2024-07-06,,,,,,,0.845832,,,,,,,,,,,,,,,,,,
4115,2024-07-06,AMP-USD,,2.07989624179203,-0.688910873474159,-0.9965629075430386,lr_pb_15N_30d,37,2024-03-04,2024-07-06,,,,,,,,,,0.7420461836782875,,,,,,,,,,,,,,,
4115,2024-07-06,AMP-USD,,-0.7998654809859576,-0.976551134628413,-0.9730037692357434,Xv_pb_20N_30d,67,2024-01-01,2024-07-06,,,,,,,,,,,,0.87660056,,,,,,,,,,,,,
4077,2024-05-29,AMP-USD,,70.39377490610948,28400.822613608947,278419282.4712376,lr_pb_10P_30d,76,2024-01-01,2024-05-29,,,,,,,,,,,,,0.7126140611340847,,,,,,,,,,,,
4115,2024-07-06,AMP-USD,,-0.8687526265117665,-0.986140868151757,-0.9998707290577771,lr_pb_10N_15d,41,2024-03-18,2024-07-06,,,,,,,,,,,,,,0.7779456810794344,,,,,,,,,,,
4006,2024-03-19,AMP-USD,,-0.14810734665507408,-0.45307929546200065,-0.8671389314269689,Xv_pb_10N_15d,5,2024-03-15,2024-03-19,,,,,,,,,,,,,,,,,,,0.7847202,,,,,,
4303,2024-07-06,AMPL-USD,,-0.6017456506813351,-0.5176318533311559,30.098415784447152,Xv_pb_10N_30d,155,2024-01-01,2024-07-06,0.9665936,,,,,,,,,,,,,,,,,,,,,,,,
4303,2024-07-06,AMPL-USD,,301.5326623271662,10513.823402524176,28121.2690760829,lr_pb_10N_30d,159,2024-01-01,2024-07-06,,,0.9290220202239948,,,,,,,,,,,,,,,,,,,,,,
4303,2024-07-06,AMPL-USD,,2.9857317264894734,4.307304926887454,54.559322006446784,Xv_pb_15N_30d,149,2024-01-03,2024-07-06,,,,,,,0.8753347,,,,,,,,,,,,,,,,,,
4303,2024-07-06,AMPL-USD,,202.70407950238217,1920.251186578564,28994.109319469986,lr_pb_15N_30d,127,2024-01-01,2024-07-06,,,,,,,,,,0.8286912916170054,,,,,,,,,,,,,,,
4303,2024-07-06,AMPL-USD,,3.592036610155425,27.255634507791854,441.7737184426644,Xv_pb_20N_30d,126,2024-01-03,2024-07-06,,,,,,,,,,,,0.8849005,,,,,,,,,,,,,
4299,2024-07-02,AMPL-USD,,-0.7494874125012536,-0.9399892214100447,-0.9783204269355983,lr_pb_10P_30d,12,2024-02-13,2024-07-02,,,,,,,,,,,,,0.7253547193678496,,,,,,,,,,,,
4303,2024-07-06,AMPL-USD,,42.54668193914636,189.7620587335503,5737.09212408545,lr_pb_10N_15d,136,2024-01-01,2024-07-06,,,,,,,,,,,,,,0.8371107744428975,,,,,,,,,,,
4303,2024-07-06,AMPL-USD,,-0.8191499561055487,-0.8151200019137725,-0.9984768198727748,Xv_pb_10N_15d,64,2024-02-12,2024-07-06,,,,,,,,,,,,,,,,,,,0.77570707,,,,,,
4303,2024-07-06,AMPL-USD,,46.828533190949685,489.52219245280327,42417.3430056607,score_N_30d,82,2024-01-04,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7212329600849421,,
4491,2024-07-06,ANKR-USD,,-0.6860005209248676,-0.7271473998304725,-0.27891267315089163,Xv_pb_10N_30d,160,2024-01-01,2024-07-06,0.95970374,,,,,,,,,,,,,,,,,,,,,,,,
4491,2024-07-06,ANKR-USD,,-0.19955924378250722,-0.0030429990415744568,2.0416523953202725,lr_pb_10N_30d,141,2024-01-03,2024-07-06,,,0.9775394246920652,,,,,,,,,,,,,,,,,,,,,,
4491,2024-07-06,ANKR-USD,,-0.9177146045608927,-0.9816057744018519,-0.9959685732288993,Xv_pb_15N_30d,123,2024-01-01,2024-07-06,,,,,,,0.87924886,,,,,,,,,,,,,,,,,,
4491,2024-07-06,ANKR-USD,,0.543928401245724,0.3301827649432887,1.9306526276313343,lr_pb_15N_30d,135,2024-01-03,2024-07-06,,,,,,,,,,0.9524684453389558,,,,,,,,,,,,,,,
4491,2024-07-06,ANKR-USD,,-0.7878022789681249,-0.5244954039159815,447.5976682235592,Xv_pb_20N_30d,85,2024-01-01,2024-07-06,,,,,,,,,,,,0.87660056,,,,,,,,,,,,,
4404,2024-04-10,ANKR-USD,,0.04330530461849036,15.412478020708217,70.6949672322643,lr_pb_10P_30d,38,2024-02-15,2024-04-10,,,,,,,,,,,,,0.735981620038918,,,,,,,,,,,,
4491,2024-07-06,ANKR-USD,,-0.07159744516095568,-0.8657291360971937,0.5020147415718141,lr_pb_10N_15d,136,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.9000642971002263,,,,,,,,,,,
