,Symbol,Date,Close,rf_pb_15N_30d,lr_pb_10N_30d,Xv_pb_10P_30d,rf_pb_20N_30d,rf_pb_10N_15d,rf_pb_10P_30d,Xv_pb_10N_30d,rf_pb_10N_30d,Xv_pb_15N_30d,rf_pb_15P_30d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
599112,POLX-USD,2024-08-03,1.3217982086644042e-05,0.3517503174500078,0.9462260300185735,0.009305167,0.3599466653229812,0.4110658695736095,0.40741813741813737,0.9806238,0.2940041451427275,0.8891345,0.4140345400213821,0.2819133568028522,0,0,0.6257370084414807,0.4110658695736095,0
845048,XCN-USD,2024-08-03,0.0005923232529312372,0.4600232262291087,0.21762012153562602,0.048481185,0.45514341089766797,0.4134998297912385,0.44811987848752544,0.8892532,0.4152299598525813,0.8313478,0.36869805950843104,0.2943609694453583,0,0,0.5438984738177438,0.4134998297912385,0
742323,TLOS-USD,2024-08-03,0.16487199068069458,0.471514720573544,0.6962253411553719,0.0085531045,0.46193620794410273,0.413952161386372,0.26687094729982663,0.9806238,0.4489706337195102,0.8891345,0.22704436126402652,0.1711988239045944,0,0,0.6528734460231429,0.413952161386372,0
607888,PRQ-USD,2024-08-03,0.058126840740442276,0.36143105338074377,0.03345408349390643,0.009305167,0.35146772759404343,0.41938042266757436,0.41331395385784686,0.9806238,0.30338978727836974,0.8891345,0.403732591969434,0.2806918023397357,0,0,0.48543913968692615,0.41938042266757436,0
5509,ABBC-USD,2024-08-03,0.007660412695258856,0.3734265587353823,0.5670504912463704,0.0085531045,0.39928862745441696,0.40870685114106176,0.23526672877775817,0.9806238,0.4112815580892582,0.8891345,0.22103348325314853,0.15798640625474075,0,0,0.5989693339198471,0.40870685114106176,0
895968,ZKF-USD,2024-08-03,0.0014799808850511909,0.3562750606806334,0.04554584856159662,0.0085531045,0.355081415076152,0.4065139427422709,0.3317418692418691,0.98571557,0.339042593855546,0.93738407,0.315193852930695,0.22278343908053216,0,0,0.5021693303726704,0.4065139427422709,0
680321,SLIM-USD,2024-08-03,0.12301960587501526,0.4294680172768407,0.35536592342199474,0.0085531045,0.4143873357636516,0.40495216138637197,0.26687094729982663,0.9806238,0.4373693265299677,0.8891345,0.21738418810385338,0.16808143780376794,0,0,0.5829768733354868,0.40495216138637197,0
16825,ADX-USD,2024-08-03,0.14159834384918213,0.4366108744196978,0.865414909346038,0.0085531045,0.4143873357636516,0.40495216138637197,0.26687094729982663,0.9806238,0.43189313605377727,0.8891345,0.221020551740217,0.16925491050136787,0,0,0.662801198902084,0.40495216138637197,0
781123,UPO-USD,2024-08-03,0.035334985703229904,0.3702122730210966,0.2658390290066315,0.008316447,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9765772,0.4202201562557974,0.8891345,0.19013094135060665,0.15475198114862,0,0,0.5530058896856037,0.4032018006360112,0
42994,ANALOS-USD,2024-08-03,3.633387677837163e-05,0.3702122730210966,0.6506354816947078,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.6137953708963553,0.4032018006360112,0
824115,WEN-USD,2024-08-03,0.0,0.3702122730210966,0.47314073815554697,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.5860782600454346,0.4032018006360112,0
727620,TARA-USD,2024-08-03,0.004130751825869083,0.3702122730210966,0.2968711501668645,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.5585524662528399,0.4032018006360112,0
851496,XDC-USD,2024-08-03,0.02738293446600437,0.3702122730210966,0.4685945150587269,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.5853683338413396,0.4032018006360112,0
801048,VERSE-USD,2024-08-03,0.00012002439325442538,0.3702122730210966,0.5054778143527027,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.5911279325466008,0.4032018006360112,0
813114,VRA-USD,2024-08-03,0.002764681354165077,0.3702122730210966,0.6261002705133641,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.6099640170517046,0.4032018006360112,0
672910,SHR-USD,2024-08-03,0.001401305547915399,0.3702122730210966,0.6156398371501626,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.6083305433763979,0.4032018006360112,0
674620,SILLY-USD,2024-08-03,0.010440425015985966,0.3702122730210966,0.17230320127434975,0.0085531045,0.40326523564155153,0.4032018006360112,0.2543701368076368,0.9806238,0.4202201562557974,0.8891345,0.1863069875266528,0.15359384747687974,0,0,0.539100264012474,0.4032018006360112,0
796327,VCORE-USD,2024-08-03,0.0012896581320092082,0.36549005079887437,0.2357462507882221,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5443759385825229,0.40236846730267783,0
697089,STND-USD,2024-08-03,0.01839071325957775,0.36549005079887437,0.22384068243142638,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5425167964394446,0.40236846730267783,0
592825,POKT-USD,2024-08-03,0.03501822054386139,0.36549005079887437,0.24885353061554788,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.18733729055695583,0.15524137360591586,0,0,0.5464227368182569,0.40236846730267783,0
847402,XCV-USD,2024-08-03,0.0010466605890542269,0.36549005079887437,0.22193479013045142,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5422191773262094,0.40236846730267783,0
856685,XEN-USD,2024-08-03,0.0,0.44615759399699023,0.48993813194656927,0.0085531045,0.3451937471884841,0.43244866080198896,0.36235581085581087,0.9751475,0.425088855901034,0.91411835,0.336591416589946,0.24060800237706464,0,0,0.5970336391882416,0.43244866080198896,0
767618,TWT-USD,2024-08-03,0.8799971342086792,0.49187611039145557,0.49447371484327945,0.0031174333,0.4886686646686647,0.43447795503716563,0.3833375085163878,0.9596365,0.4977662261989263,0.91000885,0.3134684233130885,0.23888716183384026,0,0,0.6379483814636001,0.43447795503716563,0
790560,USDP-USD,2024-08-03,1.0004699230194092,0.5703370634741602,0.9471442467715466,0.06968311,0.5514466138436728,0.5897803779324677,0.44732261855791267,0.87499875,0.5363212787086998,0.7942919,0.415799839049839,0.31607417962707735,0,0,0.7067780265285947,0.5897803779324677,0
664719,SEI-USD,2024-08-03,0.2498260736465454,0.5741483560766268,0.08589241256097872,0.0085531045,0.42316765106238796,0.5152312768787227,0.4255137453870329,0.9751475,0.5163325639903306,0.91411835,0.44935498411976743,0.2995247097658556,0,0,0.585567111213171,0.5152312768787227,0
581338,PENDLE-USD,2024-08-03,2.6302859783172607,0.5823248373181236,0.13562848508916744,0.0066441833,0.4647072919770289,0.510314225792554,0.480297059295347,0.9424911,0.5104898642064541,0.88225275,0.4152010075407908,0.30743128641553075,0,0,0.5892971882704818,0.510314225792554,0
591150,PLU-USD,2024-08-03,2.185974597930908,0.593709398835038,0.7153637863944682,0.009382015,0.48993542130384227,0.5104606765640048,0.4290630098480622,0.97446525,0.5487917567583469,0.9496858,0.3916455685353519,0.2824333133850815,0,0,0.7088806309134231,0.5104606765640048,0
786485,USDD-USD,2024-08-03,0.9969582557678223,0.4625868575868576,0.8163422757043152,0.06436824,0.5498178488178487,0.51298743313217,0.40077396432289236,0.87499875,0.6060996939209389,0.8340636,0.3927080309276962,0.29031522437040735,0,0,0.6870417292501984,0.51298743313217,0
826849,WHALE-USD,2024-08-03,0.48156115412712097,0.5591527610284003,0.15409375997595162,0.0085531045,0.42668772575893327,0.513189069086515,0.4771499992298086,0.9751475,0.517475017941608,0.91411835,0.44837825251803587,0.31762727092418486,0,0,0.5943606672802744,0.513189069086515,0
892269,ZETA-USD,2024-08-03,0.44059544801712036,0.5556805388061781,0.012390026684374136,0.0085531045,0.42277197484318235,0.5134027443001902,0.4916336948819825,0.928839,0.5127527957193858,0.9383687,0.4557115858513691,0.3251598575556646,0,0,0.5658195480438131,0.5134027443001902,0
1546,1INCH-USD,2024-08-03,0.2872576415538788,0.5705119924402633,0.9071313284270127,0.0085531045,0.40994542884016577,0.5152312768787227,0.46405523167851925,0.9751475,0.5163325639903306,0.91411835,0.45760750937229266,0.31593492141913404,0,0,0.711200875212858,0.5152312768787227,0
1982,AA-USD,2024-08-03,0.45988816022872925,0.5498472054728448,0.6832779891476743,0.0085531045,0.4411547587259661,0.5172412293445576,0.49586977944958877,0.9751475,0.48769255040914045,0.91411835,0.4446638690902461,0.32310564219781307,0,0,0.6717544869380161,0.5172412293445576,0
611913,PUNDIX-USD,2024-08-03,0.378757119178772,0.5383200969604421,0.5987756609706355,0.008381801,0.4878017435780594,0.5255833635175741,0.3122445159653369,0.9806238,0.5612970140385376,0.87060857,0.2942427367189808,0.20901311891879332,0,0,0.6721257566306108,0.5255833635175741,0
641716,RLC-USD,2024-08-03,1.342612385749817,0.5301194340612497,0.138190470375435,0.0063967616,0.44710520035520046,0.5188693504065022,0.4515767758311952,0.9596365,0.4630327415463239,0.91000885,0.4330430176548598,0.3028656381825,0,0,0.5759897144594701,0.5188693504065022,0
687088,SOL-USD,2024-08-03,135.9063720703125,0.5406157481407482,0.4375110484570657,0.21784283,0.6188351478586772,0.5214438606938606,0.3608941611195597,0.86730826,0.5936771683768672,0.755806,0.40934009330975857,0.33066388599057983,0,0,0.6360336069803955,0.5214438606938606,0
614934,PYUSD-USD,2024-08-03,0.9995880722999573,0.5362606267608792,0.5385086748647393,0.0058783703,0.5125949328449328,0.5216075142917248,0.38151982399064494,0.9878598,0.57962274304809,0.92839926,0.3101667293929735,0.23805854258141307,0,0,0.6797253005355621,0.5216075142917248,0
795660,VAI-USD,2024-08-03,0.9985837340354919,0.4115659030511972,0.6312056819499114,0.052091092,0.446271620708153,0.5234709642209643,0.45018606883312773,0.8084629,0.4850409468772848,0.84276414,0.4282831502528154,0.3154837296834955,0,0,0.6000659135401887,0.5234709642209643,0
890844,ZEN-USD,2024-08-03,8.203228950500488,0.5523767926517927,0.6109674557029563,0.1028525,0.5235593654711304,0.5239825157522524,0.3256518038036728,0.9386271,0.6265440129988658,0.8679507,0.32036742708709226,0.25251430725125495,0,0,0.6868213664023437,0.5239825157522524,0
817057,VXV-USD,2024-08-03,0.30137014389038086,0.5671415777672171,0.9480958559350062,0.0085531045,0.4166437697149772,0.5240669869203152,0.4732412956145833,0.9751475,0.5049855221432887,0.91411835,0.4512785050432883,0.3171690300172274,0,0,0.7158083237114002,0.5240669869203152,0
599910,POLYX-USD,2024-08-03,0.20680084824562073,0.5571571185559775,0.3421636313618829,0.0044195177,0.45325772619193694,0.5072770580720942,0.3748941982674859,0.9402344,0.4670192661770327,0.91294265,0.39103410744742007,0.26132387708187554,0,0,0.6113228217512614,0.5072770580720942,0
819618,WAVES-USD,2024-08-03,1.0132478475570679,0.5674531016369251,0.532556749711392,0.0058783703,0.49005713584660954,0.5066746333588439,0.3629847757055966,0.9596365,0.5774347553821613,0.8945575,0.36128122162588683,0.2479423137142178,0,0,0.6703519111764605,0.5066746333588439,0
9601,ACS-USD,2024-08-03,0.2522731125354767,0.5693983560766269,0.9684768858028838,0.0085531045,0.42221893311367,0.5062632351165633,0.4086633735366611,0.9751475,0.5120309766887433,0.91411835,0.41565097979076315,0.28263802356068335,0,0,0.7215860622083958,0.5062632351165633,0
645202,ROUTE-USD,2024-08-03,2.2490909099578857,0.5851855893112285,0.19547258645399582,0.006291103,0.4847638706322916,0.5062009363042645,0.4562158765891642,0.97446525,0.5333664320830221,0.9306554,0.40892685610323304,0.2967040438877071,0,0,0.6195304922106543,0.5062009363042645,0
823680,WEMIX-USD,2024-08-03,0.8507944941520691,0.5591527610284003,0.8510926208562698,0.0031174333,0.428536264904686,0.5055773474747933,0.4928847355080231,0.9485399,0.5117174421840324,0.9306554,0.48293380807359143,0.3326480857720745,0,0,0.7002836024040243,0.5055773474747933,0
841450,XCAD-USD,2024-08-03,0.3899088501930237,0.5424987206243599,0.8542128527441408,0.0085531045,0.42320604077724816,0.5047842696375979,0.5024070465303341,0.94483626,0.4843592170758072,0.91411835,0.45212418655056347,0.32784485381458184,0,0,0.6885904104655339,0.5047842696375979,0
14417,ADS-USD,2024-08-03,0.24729914963245392,0.554088832267103,0.8763221387263822,0.0085531045,0.43484103323577,0.5046008974542256,0.4463391977124853,0.9751475,0.49960565201341856,0.91411835,0.4489322673586444,0.30681637507072135,0,0,0.7040080946412729,0.5046008974542256,0
614586,PYTH-USD,2024-08-03,0.2716897130012512,0.5000342210286683,0.06246584717561796,0.0085531045,0.4302183824946983,0.5037498734782018,0.4669891913641912,0.98571557,0.46693467971086716,0.93738407,0.38918390454574664,0.2949007751808516,0,0,0.5658781058361281,0.5037498734782018,0
