;simulation;Date;model;number_correct_entries;number_entries;percent_correct_entries;simulate_entry;simulate_return;simulate_variation
931;32;;rf_pb_10N_7d;1;5;0,2;500;482,97580664759107;-0,03404838670481786
932;33;;rf_pb_10N_7d;1;5;0,2;500;503,79483866888;0,007589677337760009
933;34;;rf_pb_10N_7d;0;5;0,0;500;544,3071739256849;0,08861434785136976
934;35;;rf_pb_10N_7d;1;5;0,2;500;457,49407116214394;-0,08501185767571212
935;36;;rf_pb_10N_7d;0;5;0,0;500;524,0944447749632;0,04818888954992644
936;37;;rf_pb_10N_7d;2;5;0,4;500;483,40297841024034;-0,03319404317951933
937;38;;rf_pb_10N_7d;0;5;0,0;500;489,66770542992487;-0,02066458914015027
938;39;;rf_pb_10N_7d;2;5;0,4;500;460,82055533636037;-0,07835888932727926
939;40;;rf_pb_10N_7d;2;5;0,4;500;491,8209246127655;-0,01635815077446898
940;41;;rf_pb_10N_7d;3;5;0,6;500;465,3249336736113;-0,06935013265277734
941;42;;rf_pb_10N_7d;1;5;0,2;500;479,59715909221944;-0,040805681815561115
942;43;;rf_pb_10N_7d;3;5;0,6;500;468,2379782792382;-0,06352404344152364
943;44;;rf_pb_10N_7d;1;5;0,2;500;488,650557071064;-0,02269888585787203
944;45;;rf_pb_10N_7d;3;5;0,6;500;462,3070940010576;-0,07538581199788484
945;46;;rf_pb_10N_7d;1;5;0,2;500;510,1858517104094;0,02037170342081879
946;47;;rf_pb_10N_7d;2;5;0,4;500;524,8839220270735;0,04976784405414696
947;48;;rf_pb_10N_7d;1;5;0,2;500;478,57088522317827;-0,04285822955364347
948;49;;rf_pb_10N_7d;1;5;0,2;500;484,84410630053713;-0,03031178739892573
949;50;;rf_pb_10N_7d;1;5;0,2;500;491,1724792794265;-0,017655041441146976
